"","V1"
"2768","Microhydromys argenteus"
"2769","Microhydromys richardsoni"
"2770","Micromys minutus"
"2771","Micronycteris brosseti"
"2772","Micronycteris buriri"
"2773","Micronycteris giovanniae"
"2774","Micronycteris hirsuta"
"2775","Micronycteris matses"
"2776","Micronycteris megalotis"
"2777","Micronycteris microtis"
"2778","Micronycteris minuta"
"2779","Micronycteris sanborni"
"2780","Micronycteris schmidtorum"
"2781","Micronycteris yatesi"
"2782","Microperoryctes aplini"
"2783","Microperoryctes longicauda"
"2784","Microperoryctes murina"
"2785","Microperoryctes papuensis"
"2786","Micropotamogale lamottei"
"2787","Micropotamogale ruwenzorii"
"2788","Micropteropus intermedius"
"2789","Micropteropus pusillus"
"2790","Microryzomys altissimus"
"2791","Microryzomys minutus"
"2792","Microsciurus alfari"
"2793","Microsciurus flaviventer"
"2794","Microsciurus mimulus"
"2795","Microsciurus santanderensis"
"2796","Microtus abbreviatus"
"2797","Microtus agrestis"
"2798","Microtus anatolicus"
"2799","Microtus arvalis"
"2800","Microtus bavaricus"
"2801","Microtus brachycercus"
"2802","Microtus breweri"
"2803","Microtus cabrerae"
"2804","Microtus californicus"
"2805","Microtus canicaudus"
"2806","Microtus chrotorrhinus"
"2807","Microtus clarkei"
"2808","Microtus daghestanicus"
"2809","Microtus dogramacii"
"2810","Microtus duodecimcostatus"
"2811","Microtus elbeyli"
"2812","Microtus evoronensis"
"2813","Microtus felteni"
"2814","Microtus fortis"
"2815","Microtus gerbei"
"2816","Microtus gregalis"
"2817","Microtus guatemalensis"
"2818","Microtus guentheri"
"2819","Microtus hyperboreus"
"2820","Microtus ilaeus"
"2821","Microtus irani"
"2822","Microtus kermanensis"
"2823","Microtus kikuchii"
"2824","Microtus levis"
"2825","Microtus liechtensteini"
"2826","Microtus limnophilus"
"2827","Microtus longicaudus"
"2828","Microtus lusitanicus"
"2829","Microtus majori"
"2830","Microtus maximowiczii"
"2831","Microtus mexicanus"
"2832","Microtus middendorffii"
"2833","Microtus miurus"
"2834","Microtus mongolicus"
"2835","Microtus montanus"
"2836","Microtus montebelli"
"2837","Microtus mujanensis"
"2838","Microtus multiplex"
"2839","Microtus nasarovi"
"2840","Microtus oaxacensis"
"2841","Microtus ochrogaster"
"2842","Microtus oeconomus"
"2843","Microtus oregoni"
"2844","Microtus paradoxus"
"2845","Microtus pennsylvanicus"
"2846","Microtus pinetorum"
"2847","Microtus qazvinensis"
"2848","Microtus quasiater"
"2849","Microtus richardsoni"
"2850","Microtus sachalinensis"
"2851","Microtus savii"
"2852","Microtus schelkovnikovi"
"2853","Microtus schidlovskii"
"2854","Microtus socialis"
"2855","Microtus subterraneus"
"2856","Microtus tatricus"
"2857","Microtus thomasi"
"2858","Microtus townsendii"
"2859","Microtus transcaspicus"
"2860","Microtus umbrosus"
"2861","Microtus xanthognathus"
"2862","Millardia gleadowi"
"2863","Millardia kathleenae"
"2864","Millardia kondana"
"2865","Millardia meltada"
"2866","Mimetillus moloneyi"
"2867","Mimon bennettii"
"2868","Mimon cozumelae"
"2869","Mindomys hammondi"
"2870","Miniopterus aelleni"
"2871","Miniopterus ambohitrensis"
"2872","Miniopterus australis"
"2873","Miniopterus brachytragos"
"2874","Miniopterus egeri"
"2875","Miniopterus fraterculus"
"2876","Miniopterus fuscus"
"2877","Miniopterus gleni"
"2878","Miniopterus griffithsi"
"2879","Miniopterus griveaudi"
"2880","Miniopterus inflatus"
"2881","Miniopterus macrocneme"
"2882","Miniopterus maghrebensis"
"2883","Miniopterus magnater"
"2884","Miniopterus mahafaliensis"
"2885","Miniopterus majori"
"2886","Miniopterus manavi"
"2887","Miniopterus medius"
"2888","Miniopterus minor"
"2889","Miniopterus natalensis"
"2890","Miniopterus newtoni"
"2891","Miniopterus paululus"
"2892","Miniopterus petersoni"
"2893","Miniopterus pusillus"
"2894","Miniopterus robustior"
"2895","Miniopterus schreibersii"
"2896","Miniopterus shortridgei"
"2897","Miniopterus sororculus"
"2898","Miniopterus tristis"
"2899","Miopithecus ogouensis"
"2900","Miopithecus talapoin"
"2901","Mirimiri acrodonta"
"2902","Mirza coquereli"
"2903","Mirza zaza"
"2904","Mirzamys louiseae"
"2905","Mirzamys norahae"
"2906","Mogera etigo"
"2907","Mogera imaizumii"
"2908","Mogera insularis"
"2909","Mogera robusta"
"2910","Mogera tokudae"
"2911","Mogera uchidai"
"2912","Mogera wogura"
"2913","Molossops aequatorianus"
"2914","Molossops mattogrossensis"
"2915","Molossops neglectus"
"2916","Molossops temminckii"
"2917","Molossus alvarezi"
"2918","Molossus aztecus"
"2919","Molossus bondae"
"2920","Molossus coibensis"
"2921","Molossus currentium"
"2922","Molossus molossus"
"2923","Molossus pretiosus"
"2924","Molossus rufus"
"2925","Molossus sinaloae"
"2926","Monodelphis adusta"
"2927","Monodelphis americana"
"2928","Monodelphis brevicaudata"
"2929","Monodelphis dimidiata"
"2930","Monodelphis domestica"
"2931","Monodelphis emiliae"
"2932","Monodelphis glirina"
"2933","Monodelphis handleyi"
"2934","Monodelphis iheringi"
"2935","Monodelphis kunsi"
"2936","Monodelphis osgoodi"
"2937","Monodelphis palliolata"
"2938","Monodelphis peruviana"
"2939","Monodelphis reigi"
"2940","Monodelphis ronaldi"
"2941","Monodelphis scalops"
"2942","Monodelphis unistriata"
"2943","Monophyllus plethodon"
"2944","Monophyllus redmani"
"2945","Monticolomys koopmani"
"2946","Mops bakarii"
"2947","Mops brachypterus"
"2948","Mops condylurus"
"2949","Mops congicus"
"2950","Mops demonstrator"
"2951","Mops leucostigma"
"2952","Mops midas"
"2953","Mops mops"
"2954","Mops nanulus"
"2955","Mops niangarae"
"2956","Mops niveiventer"
"2957","Mops petersoni"
"2958","Mops sarasinorum"
"2959","Mops spurrelli"
"2960","Mops thersites"
"2961","Mops trevori"
"2962","Mormoops blainvillei"
"2963","Mormoops megalophylla"
"2964","Mormopterus acetabulosus"
"2965","Mormopterus beccarii"
"2966","Mormopterus cobourgianus"
"2967","Mormopterus doriae"
"2968","Mormopterus eleryi"
"2969","Mormopterus francoismoutoui"
"2970","Mormopterus halli"
"2971","Mormopterus jugularis"
"2972","Mormopterus kalinowskii"
"2973","Mormopterus kitcheneri"
"2974","Mormopterus lumsdenae"
"2975","Mormopterus minutus"
"2976","Mormopterus norfolkensis"
"2977","Mormopterus phrudus"
"2978","Mormopterus planiceps"
"2979","Mormopterus ridei"
"2980","Moschiola indica"
"2981","Moschiola kathygre"
"2982","Moschiola meminna"
"2983","Moschus anhuiensis"
"2984","Moschus berezovskii"
"2985","Moschus chrysogaster"
"2986","Moschus cupreus"
"2987","Moschus fuscus"
"2988","Moschus leucogaster"
"2989","Moschus moschiferus"
"2990","Mosia nigrescens"
"2991","Mungos gambianus"
"2992","Mungos mungo"
"2993","Mungotictis decemlineata"
"2994","Muntiacus atherodes"
"2995","Muntiacus crinifrons"
"2996","Muntiacus feae"
"2997","Muntiacus gongshanensis"
"2998","Muntiacus montanus"
"2999","Muntiacus muntjak"
"3000","Muntiacus puhoatensis"
"3001","Muntiacus putaoensis"
"3002","Muntiacus reevesi"
"3003","Muntiacus rooseveltorum"
"3004","Muntiacus truongsonensis"
"3005","Muntiacus vaginalis"
"3006","Muntiacus vuquangensis"
"3007","Murexia habbema"
"3008","Murexia longicaudata"
"3009","Murexia melanurus"
"3010","Murexia naso"
"3011","Murexia rothschildi"
"3012","Muriculus imberbis"
"3013","Murina aenea"
"3014","Murina aurata"
"3015","Murina balaensis"
"3016","Murina bicolor"
"3017","Murina cyclotis"
"3018","Murina florium"
"3019","Murina fusca"
"3020","Murina gracilis"
"3021","Murina harrisoni"
"3022","Murina hilgendorfi"
"3023","Murina huttoni"
"3024","Murina leucogaster"
"3025","Murina puta"
"3026","Murina recondita"
"3027","Murina rozendaali"
"3028","Murina ryukyuana"
"3029","Murina suilla"
"3030","Murina tenebrosa"
"3031","Murina tubinaris"
"3032","Murina ussuriensis"
"3033","Mus baoulei"
"3034","Mus booduga"
"3035","Mus bufo"
"3036","Mus callewaerti"
"3037","Mus caroli"
"3038","Mus cervicolor"
"3039","Mus cookii"
"3040","Mus crociduroides"
"3041","Mus cypriacus"
"3042","Mus famulus"
"3043","Mus fernandoni"
"3044","Mus fragilicauda"
"3045","Mus goundae"
"3046","Mus haussa"
"3047","Mus indutus"
"3048","Mus macedonicus"
"3049","Mus mahomet"
"3050","Mus mattheyi"
"3051","Mus mayori"
"3052","Mus minutoides"
"3053","Mus musculoides"
"3054","Mus musculus"
"3055","Mus neavei"
"3056","Mus oubanguii"
"3057","Mus pahari"
"3058","Mus phillipsi"
"3059","Mus platythrix"
"3060","Mus saxicola"
"3061","Mus setulosus"
"3062","Mus setzeri"
"3063","Mus shortridgei"
"3064","Mus sorella"
"3065","Mus spicilegus"
"3066","Mus spretus"
"3067","Mus tenellus"
"3068","Mus terricolor"
"3069","Mus triton"
"3070","Mus vulcani"
"3071","Muscardinus avellanarius"
"3072","Musonycteris harrisoni"
"3073","Musseromys anacuao"
"3074","Musseromys beneficus"
"3075","Musseromys gulantang"
"3076","Musseromys inopinatus"
"3077","Mustela africana"
"3078","Mustela altaica"
"3079","Mustela erminea"
"3080","Mustela eversmanii"
"3081","Mustela felipei"
"3082","Mustela frenata"
"3083","Mustela itatsi"
"3084","Mustela kathiah"
"3085","Mustela lutreola"
"3086","Mustela lutreolina"
"3087","Mustela nigripes"
"3088","Mustela nivalis"
"3089","Mustela nudipes"
"3090","Mustela putorius"
"3091","Mustela russelliana"
"3092","Mustela sibirica"
"3093","Mustela strigidorsa"
"3094","Mustela subpalmata"
"3095","Mustela tonkinensis"
"3096","Mydaus javanensis"
"3097","Mydaus marchei"
"3098","Mylomys dybowskii"
"3099","Mylomys rex"
"3100","Myocastor coypus"
"3101","Myodes andersoni"
"3102","Myodes californicus"
"3103","Myodes centralis"
"3104","Myodes gapperi"
"3105","Myodes glareolus"
"3106","Myodes regulus"
"3107","Myodes rex"
"3108","Myodes rufocanus"
"3109","Myodes rutilus"
"3110","Myodes shanseius"
"3111","Myodes smithii"
"3112","Myoictis leucura"
"3113","Myoictis melas"
"3114","Myoictis wallacei"
"3115","Myoictis wavicus"
"3116","Myomimus personatus"
"3117","Myomimus roachi"
"3118","Myomimus setzeri"
"3119","Myomyscus angolensis"
"3120","Myomyscus brockmani"
"3121","Myomyscus verreauxii"
"3122","Myomyscus yemeni"
"3123","Myonycteris brachycephala"
"3124","Myonycteris leptodon"
"3125","Myonycteris relicta"
"3126","Myonycteris torquata"
"3127","Myoprocta acouchy"
"3128","Myoprocta pratti"
"3129","Myopterus daubentonii"
"3130","Myopterus whitleyi"
"3131","Myopus schisticolor"
"3132","Myosciurus pumilio"
"3133","Myosorex babaulti"
"3134","Myosorex blarina"
"3135","Myosorex bururiensis"
"3136","Myosorex cafer"
"3137","Myosorex eisentrauti"
"3138","Myosorex geata"
"3139","Myosorex gnoskei"
"3140","Myosorex jejei"
"3141","Myosorex kabogoensis"
"3142","Myosorex kihaulei"
"3143","Myosorex longicaudatus"
"3144","Myosorex okuensis"
"3145","Myosorex rumpii"
"3146","Myosorex schalleri"
"3147","Myosorex sclateri"
"3148","Myosorex tenuis"
"3149","Myosorex varius"
"3150","Myosorex zinki"
"3151","Myospalax aspalax"
"3152","Myospalax myospalax"
"3153","Myospalax psilurus"
"3154","Myotis adversus"
"3155","Myotis aelleni"
"3156","Myotis albescens"
"3157","Myotis alcathoe"
"3158","Myotis altarium"
"3159","Myotis anjouanensis"
"3160","Myotis annamiticus"
"3161","Myotis annectans"
"3162","Myotis atacamensis"
"3163","Myotis ater"
"3164","Myotis aurascens"
"3165","Myotis auriculus"
"3166","Myotis australis"
"3167","Myotis austroriparius"
"3168","Myotis bechsteinii"
"3169","Myotis blythii"
"3170","Myotis bocagii"
"3171","Myotis bombinus"
"3172","Myotis borneoensis"
"3173","Myotis brandtii"
"3174","Myotis bucharensis"
"3175","Myotis californicus"
"3176","Myotis capaccinii"
"3177","Myotis chiloensis"
"3178","Myotis chinensis"
"3179","Myotis ciliolabrum"
"3180","Myotis cobanensis"
"3181","Myotis csorbai"
"3182","Myotis dasycneme"
"3183","Myotis daubentonii"
"3184","Myotis davidii"
"3185","Myotis dieteri"
"3186","Myotis diminutus"
"3187","Myotis dinellii"
"3188","Myotis dominicensis"
"3189","Myotis elegans"
"3190","Myotis emarginatus"
"3191","Myotis escalerai"
"3192","Myotis evotis"
"3193","Myotis federatus"
"3194","Myotis fimbriatus"
"3195","Myotis findleyi"
"3196","Myotis formosus"
"3197","Myotis fortidens"
"3198","Myotis frater"
"3199","Myotis gomantongensis"
"3200","Myotis goudoti"
"3201","Myotis grisescens"
"3202","Myotis hajastanicus"
"3203","Myotis hasseltii"
"3204","Myotis hermani"
"3205","Myotis horsfieldii"
"3206","Myotis ikonnikovi"
"3207","Myotis insularum"
"3208","Myotis izecksohni"
"3209","Myotis keaysi"
"3210","Myotis keenii"
"3211","Myotis laniger"
"3212","Myotis lavali"
"3213","Myotis leibii"
"3214","Myotis levis"
"3215","Myotis longipes"
"3216","Myotis lucifugus"
"3217","Myotis macrodactylus"
"3218","Myotis macropus"
"3219","Myotis macrotarsus"
"3220","Myotis martiniquensis"
"3221","Myotis melanorhinus"
"3222","Myotis moluccarum"
"3223","Myotis montivagus"
"3224","Myotis morrisi"
"3225","Myotis muricola"
"3226","Myotis myotis"
"3227","Myotis mystacinus"
"3228","Myotis nattereri"
"3229","Myotis nesopolus"
"3230","Myotis nigricans"
"3231","Myotis nipalensis"
"3232","Myotis nyctor"
"3233","Myotis occultus"
"3234","Myotis oreias"
"3235","Myotis oxyotus"
"3236","Myotis peninsularis"
"3237","Myotis pequinius"
"3238","Myotis peytoni"
"3239","Myotis pilosus"
"3240","Myotis planiceps"
"3241","Myotis pruinosus"
"3242","Myotis punicus"
"3243","Myotis ridleyi"
"3244","Myotis riparius"
"3245","Myotis rosseti"
"3246","Myotis ruber"
"3247","Myotis rufopictus"
"3248","Myotis schaubi"
"3249","Myotis scotti"
"3250","Myotis secundus"
"3251","Myotis septentrionalis"
"3252","Myotis sicarius"
"3253","Myotis siligorensis"
"3254","Myotis simus"
"3255","Myotis sodalis"
"3256","Myotis soror"
"3257","Myotis stalkeri"
"3258","Myotis thysanodes"
"3259","Myotis tricolor"
"3260","Myotis velifer"
"3261","Myotis vivesi"
"3262","Myotis volans"
"3263","Myotis welwitschii"
"3264","Myotis yanbarensis"
"3265","Myotis yumanensis"
"3266","Myrmecobius fasciatus"
"3267","Myrmecophaga tridactyla"
"3268","Mysateles melanurus"
"3269","Mysateles prehensilis"
"3270","Mystacina robusta"
"3271","Mystacina tuberculata"
"3272","Mystromys albicaudatus"
"3273","Myzopoda aurita"
"3274","Myzopoda schliemanni"
"3275","Naemorhedus baileyi"
"3276","Naemorhedus caudatus"
"3277","Naemorhedus goral"
"3278","Naemorhedus griseus"
"3279","Nandinia binotata"
"3280","Nanger dama"
"3281","Nanger granti"
"3282","Nanger soemmerringii"
"3283","Nannosciurus melanotis"
"3284","Nannospalax ehrenbergi"
"3285","Nannospalax leucodon"
"3286","Nannospalax xanthodon"
"3287","Nanonycteris veldkampii"
"3288","Napaeozapus insignis"
"3289","Nasalis larvatus"
"3290","Nasua narica"
"3291","Nasua nasua"
"3292","Nasuella meridensis"
"3293","Nasuella olivacea"
"3294","Natalus espiritosantensis"
"3295","Natalus jamaicensis"
"3296","Natalus major"
"3297","Natalus mexicanus"
"3298","Natalus primus"
"3299","Natalus stramineus"
"3300","Natalus tumidirostris"
"3301","Neacomys dubosti"
"3302","Neacomys guianae"
"3303","Neacomys minutus"
"3304","Neacomys musseri"
"3305","Neacomys paracou"
"3306","Neacomys pictus"
"3307","Neacomys spinosus"
"3308","Neacomys tenuipes"
"3309","Neamblysomus gunningi"
"3310","Neamblysomus julianae"
"3311","Necromys amoenus"
"3312","Necromys benefactus"
"3313","Necromys lactens"
"3314","Necromys lasiurus"
"3315","Necromys lenguarum"
"3316","Necromys obscurus"
"3317","Necromys punctulatus"
"3318","Necromys temchuki"
"3319","Necromys urichi"
"3320","Nectogale elegans"
"3321","Nectomys apicalis"
"3322","Nectomys grandis"
"3323","Nectomys palmipes"
"3324","Nectomys rattus"
"3325","Nectomys squamipes"
"3326","Nelsonia goldmani"
"3327","Nelsonia neotomodon"
"3328","Neodon forresti"
"3329","Neodon irene"
"3330","Neodon juldaschi"
"3331","Neodon linzhiensis"
"3332","Neodon sikimensis"
"3333","Neofelis diardi"
"3334","Neofelis nebulosa"
"3335","Neofiber alleni"
"3336","Neohylomys hainanensis"
"3337","Neomicroxus bogotensis"
"3338","Neomicroxus latebricola"
"3339","Neomys anomalus"
"3340","Neomys fodiens"
"3341","Neomys teres"
"3342","Neonycteris pusilla"
"3343","Neophascogale lorentzii"
"3344","Neopteryx frosti"
"3345","Neoromicia brunnea"
"3346","Neoromicia capensis"
"3347","Neoromicia flavescens"
"3348","Neoromicia guineensis"
"3349","Neoromicia helios"
"3350","Neoromicia isabella"
"3351","Neoromicia malagasyensis"
"3352","Neoromicia matroka"
"3353","Neoromicia melckorum"
"3354","Neoromicia nana"
"3355","Neoromicia rendalli"
"3356","Neoromicia robertsi"
"3357","Neoromicia roseveari"
"3358","Neoromicia somalica"
"3359","Neoromicia tenuipinnis"
"3360","Neoromicia zuluensis"
"3361","Neotamias alpinus"
"3362","Neotamias amoenus"
"3363","Neotamias bulleri"
"3364","Neotamias canipes"
"3365","Neotamias cinereicollis"
"3366","Neotamias dorsalis"
"3367","Neotamias durangae"
"3368","Neotamias merriami"
"3369","Neotamias minimus"
"3370","Neotamias obscurus"
"3371","Neotamias ochrogenys"
"3372","Neotamias palmeri"
"3373","Neotamias panamintinus"
"3374","Neotamias quadrimaculatus"
"3375","Neotamias quadrivittatus"
"3376","Neotamias ruficaudus"
"3377","Neotamias rufus"
"3378","Neotamias senex"
"3379","Neotamias siskiyou"
"3380","Neotamias sonomae"
"3381","Neotamias speciosus"
"3382","Neotamias townsendii"
"3383","Neotamias umbrinus"
"3384","Neotetracus sinensis"
"3385","Neotoma albigula"
"3386","Neotoma angustapalata"
"3387","Neotoma bryanti"
"3388","Neotoma chrysomelas"
"3389","Neotoma cinerea"
"3390","Neotoma devia"
"3391","Neotoma floridana"
"3392","Neotoma fuscipes"
"3393","Neotoma goldmani"
"3394","Neotoma insularis"
"3395","Neotoma lepida"
"3396","Neotoma leucodon"
"3397","Neotoma macrotis"
"3398","Neotoma magister"
"3399","Neotoma mexicana"
"3400","Neotoma micropus"
"3401","Neotoma nelsoni"
"3402","Neotoma palatina"
"3403","Neotoma phenax"
"3404","Neotoma stephensi"
"3405","Neotomodon alstoni"
"3406","Neotomys ebriosus"
"3407","Neotragus batesi"
"3408","Neotragus pygmaeus"
"3409","Neovison vison"
"3410","Nephelomys albigularis"
"3411","Nephelomys auriventer"
"3412","Nephelomys caracolus"
"3413","Nephelomys devius"
"3414","Nephelomys keaysi"
"3415","Nephelomys levipes"
"3416","Nephelomys meridensis"
"3417","Nesokia bunnii"
"3418","Nesokia indica"
"3419","Nesolagus netscheri"
"3420","Nesolagus timminsi"
"3421","Nesomys audeberti"
"3422","Nesomys lambertoni"
"3423","Nesomys rufus"
"3424","Nesoromys ceramicus"
"3425","Nesoryzomys fernandinae"
"3426","Nesoryzomys narboroughi"
"3427","Nesoryzomys swarthi"
"3428","Nesotragus moschatus"
"3429","Neurotrichus gibbsii"
"3430","Neusticomys ferreirai"
"3431","Neusticomys monticolus"
"3432","Neusticomys mussoi"
"3433","Neusticomys oyapocki"
"3434","Neusticomys peruviensis"
"3435","Neusticomys venezuelae"
"3436","Nilgiritragus hylocrius"
"3437","Nilopegamys plumbeus"
"3438","Ningaui ridei"
"3439","Ningaui timealeyi"
"3440","Ningaui yvonneae"
"3441","Niviventer andersoni"
"3442","Niviventer brahma"
"3443","Niviventer cameroni"
"3444","Niviventer confucianus"
"3445","Niviventer coninga"
"3446","Niviventer cremoriventer"
"3447","Niviventer culturatus"
"3448","Niviventer eha"
"3449","Niviventer excelsior"
"3450","Niviventer fraternus"
"3451","Niviventer fulvescens"
"3452","Niviventer hinpoon"
"3453","Niviventer langbianis"
"3454","Niviventer lepturus"
"3455","Niviventer niviventer"
"3456","Niviventer rapit"
"3457","Niviventer tenaster"
"3458","Noctilio albiventris"
"3459","Noctilio leporinus"
"3460","Nomascus concolor"
"3461","Nomascus gabriellae"
"3462","Nomascus hainanus"
"3463","Nomascus leucogenys"
"3464","Nomascus nasutus"
"3465","Nomascus siki"
"3466","Notiomys edwardsii"
"3467","Notiosorex cockrumi"
"3468","Notiosorex crawfordi"
"3469","Notiosorex evotis"
"3470","Notiosorex villai"
"3471","Notocitellus adocetus"
"3472","Notocitellus annulatus"
"3473","Notomys alexis"
"3474","Notomys aquilo"
"3475","Notomys cervinus"
"3476","Notomys fuscus"
"3477","Notomys mitchellii"
"3478","Notopteris macdonaldi"
"3479","Notopteris neocaledonica"
"3480","Notoryctes caurinus"
"3481","Notoryctes typhlops"
"3482","Nyctalus aviator"
"3483","Nyctalus azoreum"
"3484","Nyctalus furvus"
"3485","Nyctalus lasiopterus"
"3486","Nyctalus leisleri"
"3487","Nyctalus montanus"
"3488","Nyctalus noctula"
"3489","Nyctalus plancyi"
"3490","Nyctereutes procyonoides"
"3491","Nycteris arge"
"3492","Nycteris aurita"
"3493","Nycteris gambiensis"
"3494","Nycteris grandis"
"3495","Nycteris hispida"
"3496","Nycteris intermedia"
"3497","Nycteris javanica"
"3498","Nycteris macrotis"
"3499","Nycteris madagascariensis"
"3500","Nycteris major"
"3501","Nycteris nana"
"3502","Nycteris parisii"
"3503","Nycteris thebaica"
"3504","Nycteris tragata"
"3505","Nycteris vinsoni"
"3506","Nycteris woodi"
"3507","Nycticebus bengalensis"
"3508","Nycticebus coucang"
"3509","Nycticebus javanicus"
"3510","Nycticebus menagensis"
"3511","Nycticebus pygmaeus"
"3512","Nycticeinops schlieffeni"
"3513","Nycticeius cubanus"
"3514","Nycticeius humeralis"
"3515","Nyctiellus lepidus"
"3516","Nyctimene aello"
"3517","Nyctimene albiventer"
"3518","Nyctimene cephalotes"
"3519","Nyctimene certans"
"3520","Nyctimene cyclotis"
"3521","Nyctimene draconilla"
"3522","Nyctimene keasti"
"3523","Nyctimene major"
"3524","Nyctimene malaitensis"
"3525","Nyctimene masalai"
"3526","Nyctimene minutus"
"3527","Nyctimene rabori"
"3528","Nyctimene robinsoni"
"3529","Nyctimene sanctacrucis"
"3530","Nyctimene vizcaccia"
"3531","Nyctinomops aurispinosus"
"3532","Nyctinomops femorosaccus"
"3533","Nyctinomops laticaudatus"
"3534","Nyctinomops macrotis"
"3535","Nyctomys sumichrasti"
"3536","Nyctophilus arnhemensis"
"3537","Nyctophilus bifax"
"3538","Nyctophilus geoffroyi"
"3539","Nyctophilus gouldi"
"3540","Nyctophilus heran"
"3541","Nyctophilus howensis"
"3542","Nyctophilus microdon"
"3543","Nyctophilus microtis"
"3544","Nyctophilus nebulosus"
"3545","Nyctophilus sherrini"
"3546","Nyctophilus shirleyae"
"3547","Nyctophilus walkeri"
"3548","Ochotona alpina"
"3549","Ochotona argentata"
"3550","Ochotona cansus"
"3551","Ochotona collaris"
"3552","Ochotona coreana"
"3553","Ochotona curzoniae"
"3554","Ochotona dauurica"
"3555","Ochotona erythrotis"
"3556","Ochotona forresti"
"3557","Ochotona gloveri"
"3558","Ochotona hoffmanni"
"3559","Ochotona hyperborea"
"3560","Ochotona iliensis"
"3561","Ochotona koslowi"
"3562","Ochotona ladacensis"
"3563","Ochotona macrotis"
"3564","Ochotona mantchurica"
"3565","Ochotona nubrica"
"3566","Ochotona opaca"
"3567","Ochotona pallasii"
"3568","Ochotona princeps"
"3569","Ochotona pusilla"
"3570","Ochotona roylei"
"3571","Ochotona rufescens"
"3572","Ochotona rutila"
"3573","Ochotona syrinx"
"3574","Ochotona thibetana"
"3575","Ochotona thomasi"
"3576","Ochotona turuchanensis"
"3577","Ochrotomys nuttalli"
"3578","Octodon bridgesi"
"3579","Octodon degus"
"3580","Octodon lunatus"
"3581","Octodon pacificus"
"3582","Octodontomys gliroides"
"3583","Octomys mimax"
"3584","Odocoileus hemionus"
"3585","Odocoileus virginianus"
"3586","Oecomys auyantepui"
"3587","Oecomys bicolor"
"3588","Oecomys catherinae"
"3589","Oecomys cleberi"
"3590","Oecomys concolor"
"3591","Oecomys flavicans"
"3592","Oecomys mamorae"
"3593","Oecomys paricola"
"3594","Oecomys phaeotis"
"3595","Oecomys rex"
"3596","Oecomys roberti"
"3597","Oecomys rutilus"
"3598","Oecomys speciosus"
"3599","Oecomys superans"
"3600","Oecomys trinitatis"
"3601","Oenomys hypoxanthus"
"3602","Oenomys ornatus"
"3603","Okapia johnstoni"
"3604","Olallamys albicauda"
"3605","Olallamys edax"
"3606","Oligoryzomys andinus"
"3607","Oligoryzomys arenalis"
"3608","Oligoryzomys brendae"
"3609","Oligoryzomys chacoensis"
"3610","Oligoryzomys delticola"
"3611","Oligoryzomys destructor"
"3612","Oligoryzomys eliurus"
"3613","Oligoryzomys flavescens"
"3614","Oligoryzomys fornesi"
"3615","Oligoryzomys fulvescens"
"3616","Oligoryzomys griseolus"
"3617","Oligoryzomys longicaudatus"
"3618","Oligoryzomys magellanicus"
"3619","Oligoryzomys microtis"
"3620","Oligoryzomys moojeni"
"3621","Oligoryzomys nigripes"
"3622","Oligoryzomys rupestris"
"3623","Oligoryzomys stramineus"
"3624","Oligoryzomys vegetus"
"3625","Ondatra zibethicus"
"3626","Onychogalea fraenata"
"3627","Onychogalea unguifera"
"3628","Onychomys arenicola"
"3629","Onychomys leucogaster"
"3630","Onychomys torridus"
"3631","Oreamnos americanus"
"3632","Oreoryzomys balneator"
"3633","Oreotragus oreotragus"
"3634","Ornithorhynchus anatinus"
"3635","Orthogeomys cavator"
"3636","Orthogeomys cuniculus"
"3637","Orthogeomys grandis"
"3638","Orthogeomys heterodus"
"3639","Orthogeomys hispidus"
"3640","Orthogeomys underwoodi"
"3641","Orycteropus afer"
"3642","Oryctolagus cuniculus"
"3643","Oryx beisa"
"3644","Oryx beisa ssp. beisa"
"3645","Oryx beisa ssp. callotis"
"3646","Oryx dammah"
"3647","Oryx gazella"
"3648","Oryx leucoryx"
"3649","Oryzomys couesi"
"3650","Oryzomys dimidiatus"
"3651","Oryzomys gorgasi"
"3652","Oryzomys palustris"
"3653","Oryzorictes hova"
"3654","Oryzorictes tetradactylus"
"3655","Osgoodomys banderanus"
"3656","Otocolobus manul"
"3657","Otocyon megalotis"
"3658","Otolemur crassicaudatus"
"3659","Otolemur garnettii"
"3660","Otomops formosus"
"3661","Otomops harrisoni"
"3662","Otomops johnstonei"
"3663","Otomops madagascariensis"
"3664","Otomops martiensseni"
"3665","Otomops papuensis"
"3666","Otomops secundus"
"3667","Otomops wroughtoni"
"3668","Otomys anchietae"
"3669","Otomys angoniensis"
"3670","Otomys auratus"
"3671","Otomys barbouri"
"3672","Otomys burtoni"
"3673","Otomys cuanzensis"
"3674","Otomys dartmouthi"
"3675","Otomys denti"
"3676","Otomys irroratus"
"3677","Otomys karoensis"
"3678","Otomys lacustris"
"3679","Otomys laminatus"
"3680","Otomys occidentalis"
"3681","Otomys sloggetti"
"3682","Otomys tropicalis"
"3683","Otomys typus"
"3684","Otomys unisulcatus"
"3685","Otonycteris hemprichii"
"3686","Otonyctomys hatti"
"3687","Otopteropus cartilagonodus"
"3688","Otospermophilus beecheyi"
"3689","Otospermophilus beecheyi ssp. atricapillus"
"3690","Otospermophilus variegatus"
"3691","Ototylomys phyllotis"
"3692","Ourebia ourebi"
"3693","Ovibos moschatus"
"3694","Ovis ammon"
"3695","Ovis canadensis"
"3696","Ovis dalli"
